record_id,admin_region,basin,altitude_masl,altitudinal_belt,site_name,unit,sub_unit,c14_lab_code,material,material_detail,c14_bp,c14_error,d13C_ams,reference_short,context_domestic,context_funerary,context_agriculture,context_other,c14_cal_from,c14_cal_to,c14_cal_median,ecozone
897,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-2,E-G,Beta-238853,Vegetal,Charcoal,7010,40,-,Santoro et al. 2011 ,X,,,,7930,7690,7800,Altiplano
898,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-3,E-5,Beta-238857 ,Vegetal,Charcoal,2560,50,-,Santoro et al. 2011; Sepulveda 2018,X,,,,2750,2370,2590,Altiplano
899,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-3,E-3,Beta-238856,Vegetal,Charcoal,2800,40,-,Santoro et al. 2011; Sepulveda 2018,X,,,,2960,2760,2860,Altiplano
900,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-3,E-C,Beta-238854,Vegetal,Charcoal,4120,50,-,Santoro et al. 2011 ,X,,,,4820,4430,4600,Altiplano
901,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-4,E-2B,Beta-238855,Vegetal,Charcoal,1890,50,-,Santoro et al. 2011; Sepulveda 2018,X,,,,1920,1620,1780,Altiplano
902,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-2,-,Vegetal,Charcoal ,1686,73,-,Arriaza et al. 2001 ,X,,,,1710,1370,1540,Coast
903,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-4,-,Vegetal,Charcoal ,1695,73,-,Arriaza et al. 2001 ,X,,,,1710,1370,1550,Coast
904,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-9,-,Vegetal,Charcoal ,1719,69,-,Arriaza et al. 2001 ,X,,,,1740,1410,1580,Coast
905,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-18,-,Vegetal,Charcoal ,2150,121,-,Arriaza et al. 2001 ,X,,,,2360,1750,2090,Coast
906,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-17,-,Vegetal,Charcoal ,2379,57,-,Arriaza et al. 2001 ,X,,,,2700,2140,2360,Coast
907,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-16,-,Vegetal,Charcoal ,2428,53,-,Arriaza et al. 2001 ,X,,,,2710,2180,2450,Coast
908,Arica y Parinacota,Arheic coast,10.0,Coast,Punta Baquedano ,-,E-21,-,Vegetal,Charcoal ,2510,176,-,Arriaza et al. 2001 ,X,,,,2950,2100,2530,Coast
909,Arica y Parinacota,Tana,35.0,Coast,Punta Pichalo,N-B,-,Gak-9537,Vegetal,Charcoal,2970,130,-,"Rivera 1984, in Aufderheide et al. 1994",X,,,,3380,2780,3090,Coast
910,Arica y Parinacota,Tana,35.0,Coast,Punta Pichalo,N-B2,-,Rl-1478,Vegetal,Charcoal,2990,250,-,"Rivera 1984, in Aufderheide et al. 1994",X,,,,3820,2490,3130,Coast
911,Arica y Parinacota,Lluta,3600.0,Precordillera,Piñuta,4,E-5,I-12834,Vegetal,Charcoal,2540,180,-,Santoro and Chacama 1982; Sepúlveda et al. 2018,X,,,,3000,2110,2560,Precordillera
912,Arica y Parinacota,Lluta,3600.0,Precordillera,Piñuta,-,-,I-12833,Vegetal,Charcoal,2520,90,-,Santoro and Núñez 1987; Sepúlveda et al. 2018,X,,,,2750,2350,2550,Precordillera
913,Arica y Parinacota,Lluta,3600.0,Precordillera,Piñuta,Trin-1,-,I-11832,Vegetal,Charcoal,3750,140,-,Santoro and Chacama 1982,X,,,,4510,3690,4080,Precordillera
914,Arica y Parinacota,Lluta,3600.0,Precordillera,Piñuta,U-F,E-8,﻿Beta-319883,Animal,Charred bone,4150,30,-19.1,Sepúlveda et al. 2019,X,,,,4820,4450,4640,Precordillera
915,Arica y Parinacota,Tana,60.0,Coast,Pisagua N,R-1,E-3A,Beta-210435,Vegetal,Charcoal,880,40,-12.0 ,Mendez-Quiros and Uribe 2010,X,,,,900,670,740,Coast
916,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 4 ,-,-,Beta-226823 ,Human,Human hair? ,1080,40,-,"Arriaza 2007, in Gayó et al. 2015",,X,,,1060,810,940,Coast
917,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 4 ,-,-,Beta-226825 ,Human,Human hair? ,1110,40,-,"Arriaza 2007, in Gayó et al. 2015",,X,,,1060,920,970,Coast
918,Arica y Parinacota,Azapa,30.0,Coast,Playa Miller 7,-,-,GAK-5812,Vegetal,"Gossypium sp., seed",2480,100,-,Rivera 1977; Rivera and Rothammer 1986,,X,,,2750,2160,2520,Coast
919,Arica y Parinacota,Azapa,30.0,Coast,Playa Miller 8,3524,-,DRI-3445,Human,Human bone colagen,5744,310,-22.06,Arriaza et al. 2005,,X,,,7280,5900,6540,Coast
920,Arica y Parinacota,Azapa,30.0,Coast,Playa Miller 8,8PEC1,-,Beta-286650,Vegetal,Reed,4170,40,-,Silva-Pinto et al. 2013,,X,,,4830,4530,4680,Coast
921,Arica y Parinacota,Azapa,30.0,Coast,Playa Miller 8,-,-,Beta-226827 ,Human,Human skin and hair?,1000,40,-,"Arriaza 2007, in Gayó et al. 2015",,X,,,960,770,860,Coast
922,Arica y Parinacota,Azapa,30.0,Coast,Playa Miller 8,-,-,GAK-5811,Vegetal,Wood,4090,105,-,Rivera 1984,,X,,,4840,4250,4560,Coast
923,Arica y Parinacota,Azapa,30.0,Coast,Playa Miller 8,-,-,-,-,-,4572,105,-,"Alvarez 1969, in Silva-Pinto et al. 2013",,X,,,5470,4870,5180,Coast
924,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,-,-,Beta-78637 ,Animal,Camelid fiber textile ,530,60,-,"Cassman 1997, in Gayó et al. 2015",,X,,,630,330,520,Coast
925,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,-,-,Beta-78638 ,Animal,Camelid fiber textile ,1530,60,-,"Cassman 1997, in Gayó et al. 2015",,X,,,1520,1300,1380,Coast
926,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,T-1,-,Beta-78634 ,Animal,Camelid fiber textile ,720,60,-,"Cassman and Arriaza 1997, in Sutter 2005 ",,X,,,720,550,630,Coast
927,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,T-14,-,I-10861 ,Vegetal,Tessaria absinthioides,750,80,-,Focacci 1982,,X,,,770,540,650,Coast
928,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,T-18,-,Beta-78635 ,Animal,Camelid fiber textile ,640,50,-,"Cassman and Arriaza 1997, in Sutter 2005 ",,X,,,660,530,600,Coast
929,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,T-21,-,Beta-78636 ,Animal,Camelid fiber textile ,920,50,-,"Cassman and Arriaza 1997, in Sutter 2005 ",,X,,,920,680,790,Coast
930,Arica y Parinacota,Azapa,20.0,Coast,Playa Miller 9,T-24,-,I-11624,Vegetal,Tessaria absinthioides,1055,80,-,Focacci 1982,,X,,,1070,740,910,Coast
931,Arica y Parinacota,Azapa,3270.0,Precordillera,Pampa El Muerto 11,SE/C-3,N-E,Beta-418825,Vegetal,Charcoal,4150,30,-,Sepúlveda et al. 2018,X,,,,4820,4450,4640,Precordillera
932,Arica y Parinacota,Azapa,3195.0,Precordillera,Pampa El Muerto 12,N-B,C-1,Beta-361537,Vegetal,Charcoal in sediment,4440,30,-,Guerrero and Sepúlveda 2018,X,,,,5270,4860,4980,Precordillera
933,Arica y Parinacota,Azapa,3174.0,Precordillera,Pampa El Muerto 15,N-13,-,Beta-319884,Animal,Charred bone,9510,95,-14.1,Osorio et al. 2016,X,,,,11150,10500,10760,Precordillera
934,Arica y Parinacota,Azapa,3174.0,Precordillera,Pampa El Muerto 15,N-4,-,Beta-335685,Animal,Animal bone ,1530,30,-14.9,Sepúlveda et al. 2013,X,,,,1420,1310,1360,Precordillera
935,Arica y Parinacota,Azapa,3174.0,Precordillera,Pampa El Muerto 15,N-9,-,Beta-335686,Animal,Charred bone,8190,30,-17,Osorio et al. 2016,X,,,,9270,9010,9090,Precordillera
936,Arica y Parinacota,Azapa,3174.0,Precordillera,Pampa El Muerto 15,U-1,-,-,Vegetal,Charcoal,2630,50,-,"Santoro, C.P., in Osorio et al. 2016",X,,,,2850,2490,2720,Precordillera
937,Arica y Parinacota,Azapa,3301.0,Precordillera,Pampa El Muerto 2,N-8,-,Beta-24356,Vegetal,Charcoal,2630,50,-,Guerrero and Sepúlveda 2018,X,,,,2850,2490,2720,Precordillera
938,Arica y Parinacota,Azapa,3269.0,Precordillera,Pampa El Muerto 3,C5/E-II,N-1/F-1,UGAMS-3041,Vegetal,Charcoal,430,25,-,Sepúlveda et al. 2013,X,,,,500,330,470,Precordillera
939,Arica y Parinacota,Azapa,3269.0,Precordillera,Pampa El Muerto 3,C5/E-II,N-3/R-2,UGAMS-3042,Vegetal,Charcoal,2180,30,-,Sepúlveda et al. 2013,X,,,,2300,2010,2110,Precordillera
940,Arica y Parinacota,Azapa,3269.0,Precordillera,Pampa El Muerto 3,C5/E-III,N-1/F-6,UGAMS-3043,Vegetal,Charcoal,2460,30,-,Sepúlveda et al. 2013,X,,,,2700,2350,2460,Precordillera
941,Arica y Parinacota,Azapa,3260.0,Precordillera,Pampa El Muerto 8,A3/ E-II,N-2,UGAMS-3039,Vegetal,Charcoal,5750,30,-11,Sepúlveda et al. 2013,X,,,,6630,6400,6500,Precordillera
942,Arica y Parinacota,Azapa,3260.0,Precordillera,Pampa El Muerto 8,B4/U1/E-II,N-1,UGAMS-3040,Vegetal,Charcoal,1680,25,-22.1,Sepúlveda et al. 2013,X,,,,1590,1430,1540,Precordillera
943,Arica y Parinacota,Azapa,3230.0,Precordillera,Alero Los Tres,E-5,N-B,Beta-441599,Vegetal,Charcoal,3710,30,-11.5,Sepúlveda et al. 2018,X,,,,4150,3890,4010,Precordillera
944,Arica y Parinacota,Azapa,3230.0,Precordillera,Alero Los Tres,E-6,N-A,Beta-441600,Vegetal,Charred sediment,4160,30,-15.6,Sepúlveda et al. 2018,X,,,,4820,4530,4670,Precordillera
945,Arica y Parinacota,Azapa,,Precordillera,El Mirador,U-1/E-3,N-A,Beta-441605,Vegetal,Charcoal,150,30,-,Guerrero and Sepúlveda 2020,X,,,,270,...,100,
946,Arica y Parinacota,Azapa,,Precordillera,El Mirador,U-1/E-5,N-A,Beta-441606,Vegetal,Charcoal,280,30,-,Guerrero and Sepúlveda 2020,X,,,,440,150,290,
947,Arica y Parinacota,Tana,60.0,Coast,Pisagua 7,T-23,-,Gx-16098,Human,Human skin,2695,85,-,Aufderheide et al. 1994,,X,,,3000,2490,2780,Coast
948,Arica y Parinacota,Tana,60.0,Coast,Pisagua 7,T-26B,-,Gx-16097,Human,Human soft tissue ,2955,155,-,Aufderheide et al. 1994,,X,,,3440,2750,3080,Coast
949,Arica y Parinacota,Tana,110.0,Coast,Pisagua Viejo 4,T-2,-,IVIC-170,Vegetal,Wood and vegetal fiber,5220,170,-,Núñez 1976,,X,,,6290,5600,5950,Coast
950,Arica y Parinacota,Tana,110.0,Coast,Pisagua Viejo 4,T-2 ,-,IVIC-170,Vegetal,Wood and vegetal fiber,4880,320,-,Núñez 1976,,X,,,6310,4730,5560,Coast
951,Arica y Parinacota,Azapa,,Precordillera,La Puerta,N-4D,-,Beta-428146,Vegetal,Charcoal,7950,30,-,Guerrero and Sepúlveda 2018,X,,,,8980,8600,8740,
952,Arica y Parinacota,Azapa,,Precordillera,La Puerta,N-B,E-3,Beta-361535,Vegetal,Charcoal,1040,30,-,Guerrero and Sepúlveda 2018,X,,,,960,800,900,
953,Arica y Parinacota,Azapa,,Precordillera,La Puerta,U-1(Ext-N)/E-2,N-B,Beta-441607,Vegetal,Charcoal,8260,30,-,Guerrero and Sepúlveda 2018,X,,,,9400,9030,9190,
954,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 1,-,-,﻿Beta-319886,Vegetal,Charcoal,4100,40,-23.4,Sepúlveda et al. 2019,X,,,,4810,4420,4560,Precordillera
955,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 1,-,-,﻿Beta-319887,Vegetal,Charcoal,4110,40,-22,Sepúlveda et al. 2019,X,,,,4810,4420,4570,Precordillera
956,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 1,-,-,Beta-335687,Vegetal,Charcoal,4170,30,-23.6,Sepúlveda et al. 2019,X,,,,4820,4530,4680,Precordillera
957,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 1,-,-,I-11872 ,Vegetal,Charcoal,4240,95,-,Santoro and Chacama 1982 ,X,,,,5030,4440,4720,Precordillera
958,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 1,Trin-1,-,I-11645 ,Vegetal,Charcoal ,4010,100,-,Santoro and Chacama 1982 ,X,,,,4820,4150,4440,Precordillera
959,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 2,-,-,﻿Beta-319887,Human,Human bone colagen,2690,30,-24.5,Sepúlveda et al. 2019,,X,,,2850,2730,2770,Precordillera
960,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 2,-,-,Beta-24357 ,Vegetal,Charcoal,3510,80,-,Nunez and Santoro 1988 ,X,,,,3970,3490,3740,Precordillera
961,Arica y Parinacota,Lluta,3600.0,Precordillera,Puxuma 2,-,-,Beta-335688,Animal,Charred bone,3540,30,-11.4,Sepúlveda et al. 2019,X,,,,3880,3650,3770,Precordillera
962,Arica y Parinacota,Azapa,40.0,Coast,Quiani Cr,-,-,Beta-336489,-,-,5850,30,-,Standen et al. 2014,,X,,,6730,6500,6620,Coast
963,Arica y Parinacota,Azapa,25.0,Coast,Quiani 1,E-inf.,-,I-1349,Marine,Charcoal and fish bones,5630,145,-,"Mostny 1964, in Nuñez 1976",X,,,,6740,6010,6400,Coast
964,Arica y Parinacota,Azapa,25.0,Coast,Quiani 1,E-inf.,-,I-1348,Vegetal,Charcoal,6170,220,-,"Mostny 1964, in Nuñez 1976",X,,,,7470,6490,7010,Coast
965,Arica y Parinacota,Azapa,40.0,Coast,Quiani 7,-,-,I-13655,Human,Human soft tissue,3240,90,-,Arriaza 1994,,X,,,3680,3180,3420,Coast
966,Arica y Parinacota,Azapa,40.0,Coast,Quiani 7,-,-,I-13654,Human,Human soft tissue,3280,90,-,Arriaza 1994,,X,,,3690,3240,3470,Coast
967,Arica y Parinacota,Azapa,40.0,Coast,Quiani 7,-,-,GAK-5814,Vegetal,Wood,3590,100,-,Rivera 1976,,X,,,4150,3570,3850,Coast
968,Arica y Parinacota,Azapa,40.0,Coast,Quiani 7B,-,-,-,Human,Human,3680,100,-,Standen et al. 2018,,X,,,4290,3650,3970,Coast
969,Arica y Parinacota,Azapa,60.0,Coast,Quiani 9,-,-,GAK-8781 ,Vegetal,Charcoal and organic material,5250,430,-,"Munoz and Chacama 1982, in Standen et al. 2014",X,,,,7150,4960,5990,Coast
970,Arica y Parinacota,Azapa,60.0,Coast,Quiani 9,-,-,I-11643 ,-,-,6115,280,-,"Munoz 1982, in Gayó et al. 2015",X,,,,7510,6320,6940,Coast
971,Arica y Parinacota,Azapa,60.0,Coast,Quiani 9,-,-,GAK-8782 ,Vegetal,Charcoal,6370,540,-,"Munoz 1982, in Gayó et al. 2015",X,,,,8350,6020,7190,Coast
972,Arica y Parinacota,Camarones,1290.0,Lowland,Sabaipugro,-,-,I-5612,Vegetal,Charcoal,525,90,-,"Niemeyer, Solimano and Schiapacasse C.P., in Rivera 1977",X,,,,650,320,510,Lowlands
973,Arica y Parinacota,Camarones,1290.0,Lowland,Sabaipugro,-,-,I-5611,Vegetal,Charcoal,715,90,-,"Niemeyer, Solimano and Schiapacasse C.P., in Rivera 1977",X,,,,770,520,630,Lowlands
974,Arica y Parinacota,Azapa,3100.0,Precordillera,Tangani 1,C4/E-II,N-2,Beta-259165,Vegetal,Charcoal,4170,40,-,Sepúlveda et al. 2013,X,,,,4830,4530,4680,Precordillera
975,Arica y Parinacota,Azapa,3100.0,Precordillera,Tangani 1,C4/E-III,N-1,Beta-259166,Vegetal,Charcoal,4400,40,-22.8,Sepúlveda et al. 2013,X,,,,5260,4840,4940,Precordillera
976,Arica y Parinacota,Azapa,3100.0,Precordillera,Tangani 1,D4/E-II,N-5 (80 cm),Beta-259168,Vegetal,Charcoal,790,40,-23.5,Sepúlveda et al. 2013,X,,,,740,570,690,Precordillera
977,Arica y Parinacota,Azapa,3100.0,Precordillera,Tangani 1,D4/E-II,N-5 (65 cm),Beta-259167,Vegetal,Charcoal,5160,60,-9.9,Sepúlveda et al. 2013,X,,,,6110,5660,5860,Precordillera
978,Arica y Parinacota,Tana,1010.0,Lowland,Tana Norte,S-2 ,U1,OxA 39455,Vegetal,Maize ,1030,17,-,Santana et al. 2021,X,,,,960,810,870,Lowlands
979,Arica y Parinacota,Tana,990.0,Lowland,Tana Sur,S-1,-,OxA 39456,Vegetal,Maize ,898,18,-,Santana et al. 2021,X,,,,790,730,760,Lowlands
980,Arica y Parinacota,Azapa,,Precordillera,Ticnamar ,-,-,-,Vegetal,Charcoal ,9090,75,-,"Rech 2001, in Gayó et al. 2015",X,,,,10490,9910,10220,
981,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,-,-,UGAMS-24881,Vegetal,Prosopis fruit,860,25,-,McRostie et al. 2017,X,,,,770,680,720,Lowlands
982,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,-,-,SI-3116,Vegetal,Charcoal,9760,365,-,Nuñez 1983; Nunez and Moragas 1977-1978 ,X,,,,12470,10240,11170,Lowlands
983,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-1,-,SI-3114 ,Vegetal,Charcoal,6060,60,-,Nunez and Moragas 1977-1978 ,X,,,,7150,6680,6870,Lowlands
984,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2 ,-,SI-5054 ,Vegetal,Charcoal,6710,95,-,Nunez 1986 ,X,,,,7700,7340,7540,Lowlands
985,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-1,-,N-2485 ,Vegetal,Charcoal,6800,90,-,Nunez and Moragas 1977-1978 ,X,,,,7790,7430,7620,Lowlands
986,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-1,-,SI-3115 ,Vegetal,Charcoal,6905,65,-,Nunez and Moragas 1977-1978 ,X,,,,7910,7580,7710,Lowlands
987,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-1,-,Gak-6052,Vegetal,Vegetal fiber,7850,280,-,Nuñez 1983; Nunez and Moragas 1977-1978 ,X,,,,9420,8040,8700,Lowlands
988,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2 ,-,SI-5057 ,Vegetal,Charcoal,2365,115,-,Nunez 1986 ,X,,,,2720,2100,2360,Lowlands
989,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2 ,-,SI-5056 ,Vegetal,Charcoal,4670,140,-,Nunez 1986 ,X,,,,5600,4880,5330,Lowlands
990,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2 ,-,SI-5053 ,Vegetal,Charcoal,5185,170,-,Nunez 1986 ,X,,,,6290,5590,5910,Lowlands
991,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2 ,-,SI-5055 ,Vegetal,Charcoal,7205,310,-,Nunez 1986 ,X,,,,8640,7430,8010,Lowlands
992,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2A,E-C/N-2,OxA 39457,Vegetal,Maize ,860,17,-,Santana et al. 2021,X,,,,770,680,720,Lowlands
993,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2A,E-C/N-3,OxA 39877,Vegetal,Maize cob,894,17,-,Santana et al. 2021,X,,,,790,730,750,Lowlands
994,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-6D,N-IV,GX-30781 ,Vegetal,Maize ,850,30,-,Rivera 2006 ,X,,,,770,670,710,Lowlands
995,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-2A,E-C/N-2,-,Vegetal,Maize ,925,18,-,Santana et al. 2021,X,,,,900,730,780,Lowlands
996,Arica y Parinacota,Tana,1010.0,Lowland,Tiliviche 1B ,U-6D,N-IV,AA-56416 ,Vegetal,Maize ,920,32,-,Rivera 2006 ,X,,,,910,690,780,Lowlands
997,Arica y Parinacota,Tana,1000.0,Lowland,Tiliviche 2 ,-,-,GaK-3772 ,Coprolite,Human intestinal content ,3780,100,-,Standen and Nunez 1984 in Gayó et al. 2015,,X,,,4410,3850,4110,Lowlands
998,Arica y Parinacota,Azapa,3600.0,Precordillera,Tojotojone ,-,-,Beta-24358,Vegetal,Charcoal,2590,80,-,Núñez and Santoro 1988,X,,,,2780,2360,2600,Precordillera
999,Arica y Parinacota,Azapa,3600.0,Precordillera,Tojotojone ,U-1,E-8,UGAMS-8340,Vegetal,Charcoal,2740,25,-,Santoro et al. 2011; Osorio et al. 2016,X,,,,2870,2750,2810,Precordillera
1000,Arica y Parinacota,Azapa,3600.0,Precordillera,Tojotojone ,-,-,GAK-7959 ,Vegetal,Charcoal,3740,130,-,Dauelsberg 1983; Gayó et al. 2015,X,,,,4420,3700,4060,Precordillera
1001,Arica y Parinacota,Azapa,3600.0,Precordillera,Tojotojone ,U-1,E-8,UGAMS-8341,Vegetal,Charcoal,5190,25,-21.9,Santoro et al. 2011; Osorio et al. 2016,X,,,,6000,5760,5920,Precordillera
1002,Arica y Parinacota,Azapa,3600.0,Precordillera,Tojotojone ,-,-,GAK-7958 ,Vegetal,Charcoal,9580,1950,-,Dauelsberg 1983 ,X,,,,18680,7160,11740,Precordillera
1003,Arica y Parinacota,Azapa,3300.0,Precordillera,Zapahuira Gentilar,T-cacique,Architecture,Beta-201823,Vegetal,Ichu fiber,400,60,-,Santoro et al. 2010,,X,,,510,310,410,Precordillera
