site_name,period_broad,period,lab_id,period_from,period_to,sample_id,lat,lon,altitude_masl,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,material_dated,sex,age_category,age_min,age_max,sample_type,tissue,element,tissue_age,tissue_age_min,tissue_age_max,yield_pct,wt_C,wt_N,CN_ratio,d13C,d15N,wt_S,d34S,tissue_carbonate,element_carbonate,tissue_age_carbonate,tissue_age_carbonate_min,tissue_age_carbonate_max,d13C_carbonate,d18O_carbonate,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Azapa 71,Formative,Early Formative,AZ71 T328,-1500.0,-500,AZ71 T328,-18.518711,-70.172905,296,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand LM2,Infant-2/Child-1,2.5,8.0,,,0.707486,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T331,-1500.0,-500,AZ71 T331,-18.518711,-70.172905,296,,,,,,,,M,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM3,Child-2/Adolescent-1,8.5,14.0,,,0.70763,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T603,-1500.0,-500,AZ71 T603,-18.518711,-70.172905,296,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.707916,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T84A,-1500.0,-500,AZ71 T84A,-18.518711,-70.172905,296,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.706841,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T255,-1500.0,-500,AZ71 T255,-18.518711,-70.172905,296,,,,,,,,M,Adult,,,Bone,,,,,,,,,,,,,,Bone apatite,,,,,,,0.70729,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T326,-1500.0,-500,AZ71 T326,-18.518711,-70.172905,296,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand LM3,Child-2/Adolescent-1,8.5,14.0,,,0.708159,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T423,-1500.0,-500,AZ71 T423,-18.518711,-70.172905,296,,,,,,,,M,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.707749,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 71,Formative,Early Formative,AZ71 T602,-1500.0,-500,AZ71 T602,-18.518711,-70.172905,296,,,,,,,,M,Adult,,,bone,,,,,,,,,,,,,,Bone apatite,,,,,,,0.707939,Standen et al. (2021),https://doi.org/10.1016/j.jaa.2021.101324,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Calate,Formative,Early Formative,CH18-1-1,-1500.0,-500,CH18-1-1,-21.279813,-69.922223,1030,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,,-16.7,9.9,,,Bone apatite,,,,,-11.9,,,Pestle et al. (2015b),http://dx.doi.org/10.4067/S0717-73562015005000013,"Cordillera de la costa, north of Loa Valley",Tarapacá,Lowlands
Camarones 15,Formative,Early Formative,CAM15A-T14,-1800.0,-1500,CAM15A-T14,-19.198989,-70.266346,84,,,,,,,,,,,,Hair,Hair keratin,Hair 0-1,,,,,41.2,12.9,3.7,-15.2,23.3,3.7,18.2,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 15,Formative,Early Formative,CAM15A-T14,-1800.0,-1500,CAM15A-T14,-19.198989,-70.266346,84,,,,,,,,,,,,Hair,Hair keratin,Hair 1-2,,,,,40.8,12.7,3.7,-14.9,23.2,3.3,17.1,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 15,Formative,Early Formative,CAM15A-T14,-1800.0,-1500,CAM15A-T14,-19.198989,-70.266346,84,,,,,,,,,,,,Hair,Hair keratin,Hair 2-3,,,,,40.1,12.5,3.7,-14.9,23.3,3.2,17.8,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 15,Formative,Early Formative,CAM15A-T14,-1800.0,-1500,CAM15A-T14,-19.198989,-70.266346,84,,,,,,,,,,,,Hair,Hair keratin,Hair 3-4,,,,,40.9,12.8,3.7,-14.7,23.2,3.5,20.1,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 15,Formative,Early Formative,CAM15A-T14,-1800.0,-1500,CAM15A-T14,-19.198989,-70.266346,84,,,,,,,,,,,,Hair,Hair keratin,Hair 4-5,,,,,40.8,12.7,3.8,-14.9,23.2,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 15,Formative,Early Formative,CAM 15D_C19_2,-1700.0,-500,CAM 15D_C19_2,-19.196289,-70.265153,94,14C-AMS,SacA (number not reported),3423.0,22.0,-1496.0,-1185.0,Hair keratin,und,Adult,,,Hair,Hair keratin,,Adult,,,,44.2,12.9,4.0,-13.7,25.6,28.1,22.2,,,,,,,,,Bonilla et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.01.026,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 15C,Formative,Early Formative,SrCHIL 48,-1500.0,-500,CAM15C-C3,-19.202842,-70.268303,31,,,,,,,,und,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand RM3,Child-2/Adolescent-1,8.5,14.0,,,0.708636,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones-15,Formative,Early Formative,CAM15DT23,-1700.0,-500,CAM15DT23,-19.196289,-70.265153,94,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,14.3,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Lower Camarones Valley,Arica y Parinacota,Coast
Los Canastos,Formative,Early Formative,LC(6)-279-106,-1500.0,500,LC(6)-279-106,-23.5136,-70.5367,37,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,,-12.8,20.1,,,Bone apatite,,,,,-9.4,,,Pestle et al. (2015b),http://dx.doi.org/10.4067/S0717-73562015005000013,"Parque Nacional Morro Moreno, Balneario Juan Lopez",Antofagasta,Coast
Playa Miller 7,Formative,Early Formative,PML 7_Cr3c_5,-1700.0,-500,PML 7_Cr3c_5,-18.491944,-70.324746,63,14C-AMS,SacA (number not reported),2648.0,22.0,-726.0,-258.0,Hair keratin,und,Adult,,,Hair,Hair keratin,,Adult,,,,46.9,13.8,4.0,-14.2,21.9,39.6,20.8,,,,,,,,,Bonilla et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.01.026,Arica Coast,Arica y Parinacota,Coast
Punta Blanca,Formative,Early Formative,2224,-1500.0,-1000,2224,-22.174722,-70.225,16,14C-AMS,BETA320361,2600.0,30.0,,-747.0,Bone collagen,M,Adolescent,13.0,20.0,Bone,Bone collagen,,Adolescent,13.0,20.0,,,,,-12.3,25.2,,,Bone apatite,,Adolescent,13.0,20.0,-10.1,-1.9,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Punta Blanca, Tocopilla coast",Antofagasta,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 0-1,,,,,41.5,12.4,3.9,-13.8,22.7,2.9,17.0,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 1-2,,,,,40.6,12.1,3.9,-14.4,22.6,3.1,19.2,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 2-3,,,,,40.7,12.3,3.9,-14.8,22.3,2.7,16.6,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 3-4,,,,,40.2,12.0,3.9,-14.9,22.3,2.9,19.5,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 4-5,,,,,40.7,12.2,3.9,-15.2,22.1,2.4,16.2,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 5-6,,,,,41.4,12.5,3.9,-15.0,22.0,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI7-T13,-1800.0,-1500,QUI7-T13,-18.528665,-70.321788,45,,,,,,,,,,,,Hair,Hair keratin,Hair 6-7,,,,,41.6,12.5,3.9,-15.0,22.0,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,SrCHIL 47,-1500.0,-500,Quiani7TA,-18.528665,-70.321788,45,,,,,,,,M,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand LM3,Child-2/Adolescent-1,8.5,14.0,,,0.708863,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
Quiani 7,Formative,Early Formative,QUI 7_T13_1,-1700.0,-500,QUI 7_T13_1,-18.528665,-70.321788,45,14C-AMS,SacA (number not reported),3098.0,22.0,-1086.0,-806.0,Hair keratin,F,Young Adult,27.0,33.0,Hair,Hair keratin,,Young Adult,27.0,33.0,,47.3,13.3,4.1,-14.6,23.5,37.6,19.7,,,,,,,,,Bonilla et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.01.026,Arica Coast,Arica y Parinacota,Coast
Alero Ampahuasi,Formative,Formative,,-1400.0,400,,-21.9114,-68.5922,3128,,,,,,,,,,,,Bone,,,,,,,,,3.3,-17.5,15.7,,,Bone apatite,,,,,-12.6,,,De Souza et al. (2019),doi:10.1017/laq.2019.68,"Upper Loa basin, Calama",Antofagasta,Precordillera
Ancachi,Formative,Formative,I-99,-1400.0,400,UR-3,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,18.4,39.6,13.6,3.4,-14.8,20.4,,,Bone apatite,,,,,-11.6,,,Pestle et al. (2019),https://doi.org/10.1016/j.quaint.2019.03.014,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,I-100,-1400.0,400,UR-3,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,23.9,43.5,14.9,3.4,-15.1,17.9,,,Bone apatite,,,,,-11.4,,,Pestle et al. (2019),https://doi.org/10.1016/j.quaint.2019.03.014,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,I-101,-1400.0,400,UR-1,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,14.6,38.6,12.0,3.7,-15.4,18.5,,,Bone apatite,,,,,-10.5,,,Pestle et al. (2019),https://doi.org/10.1016/j.quaint.2019.03.014,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,I-102,-1400.0,400,UR-6,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,24.5,,,,-15.3,16.9,,,Bone apatite,,,,,-11.5,,,Pestle et al. (2019),https://doi.org/10.1016/j.quaint.2019.03.014,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,I-103,-1400.0,400,UR-2,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,14.6,39.6,13.4,3.4,-15.4,16.7,,,Bone apatite,,,,,-11.8,,,Pestle et al. (2019),https://doi.org/10.1016/j.quaint.2019.03.014,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,I-105,-1400.0,400,UR-4,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,20.2,39.8,14.0,3.3,-14.6,16.9,,,Bone apatite,,,,,-11.2,,,Pestle et al. (2019),https://doi.org/10.1016/j.quaint.2019.03.014,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-133,-1400.0,400,"12,140,343,399",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,7.8,37.9,13.2,3.3,-16.4,16.8,,,Bone apatite,,,,,-11.9,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-134,-1400.0,400,"12,146,344,400",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,5.7,38.1,13.6,3.3,-15.1,17.5,,,Bone apatite,,,,,-10.6,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-135,-1400.0,400,"12,065,340,401",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,13.4,41.0,14.6,3.3,-14.7,17.7,,,Bone apatite,,,,,-10.7,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-136,-1400.0,400,"12,141,342,403",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,11.1,39.9,14.6,3.2,-17.1,16.0,,,Bone apatite,,,,,-13.0,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-137,-1400.0,400,"12,137,345,402",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,16.8,41.1,15.0,3.2,-14.8,20.2,,,Bone apatite,,,,,-10.9,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-138,-1400.0,400,"12,139,347,398",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,15.1,41.6,14.7,3.3,-16.0,15.3,,,Bone apatite,,,,,-11.4,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-139,-1400.0,400,"121,481,899,403",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,12.6,40.7,14.8,3.2,-14.6,12.3,,,Bone apatite,,,,,-10.1,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-140,-1400.0,400,"12,152,348,397",-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,12.9,41.0,14.7,3.2,-15.8,16.7,,,Bone apatite,,,,,-12.1,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-141,-1400.0,400,ANC16,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,16.7,40.8,13.6,3.5,-16.0,19.0,,,Bone apatite,,,,,-11.7,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-144,-1400.0,400,ANC-30-I1,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,15.1,42.2,15.0,3.3,-15.5,16.4,,,Bone apatite,,,,,-11.7,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-148,-1400.0,400,ANC12,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,7.4,39.9,14.1,3.3,-16.0,16.5,,,Bone apatite,,,,,-11.2,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-149,-1400.0,400,ANC7,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,8.1,42.2,14.1,3.5,-16.9,16.7,,,Bone apatite,,,,,-12.5,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-150,-1400.0,400,ANC6-I1,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,12.9,41.4,14.3,3.4,-16.4,19.4,,,Bone apatite,,,,,-12.9,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-151,-1400.0,400,ANC13,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,10.8,37.3,12.7,3.4,-15.4,19.1,,,Bone apatite,,,,,-11.2,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Ancachi,Formative,Formative,L-152,-1400.0,400,ANC-2-I1,-21.61,-69.57,800,,,,,,,,,,,,Bone,Bone collagen,,,,,16.4,42.2,15.1,3.3,-15.0,19.6,,,Bone apatite,,,,,-9.8,,,Pinder et al. (2019),DOI: 10.1002/ajpa.23922,"North to Quillagua Oases, Loa basin",Antofagasta,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 0-1,,,,,42.3,13.3,3.7,-15.4,13.1,2.4,8.8,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 1-2,,,,,41.3,12.9,3.7,-15.7,13.9,2.2,8.3,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 2-3,,,,,42.4,13.2,3.7,-16.9,14.1,1.9,8.1,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 3-4,,,,,40.4,12.6,3.7,-16.8,14.2,1.9,8.6,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 4-5,,,,,42.2,13.3,3.7,-16.6,13.9,1.8,8.3,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 5-6,,,,,32.1,10.0,3.8,-16.4,14.0,2.0,6.8,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 6-7,,,,,18.5,5.8,3.7,-15.1,14.0,2.3,10.3,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 7-8,,,,,28.7,9.0,3.7,-14.6,14.2,2.3,9.5,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 8-9,,,,,41.6,13.0,3.7,-16.7,14.2,2.2,7.2,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 9-10,,,,,42.0,13.2,3.7,-14.7,13.9,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 10-11,,,,,42.2,13.3,3.7,-15.7,13.9,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 11-12,,,,,42.1,13.4,3.7,-15.8,13.7,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 12-13,,,,,41.0,13.2,3.6,-16.1,13.1,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115-T9,-2000.0,500,AZ115-T9,-18.515454,-70.1180265,267,,,,,,,,,,,,Hair,Hair keratin,Hair 13-14,,,,,41.7,13.2,3.7,-15.9,13.4,,,,,,,,,,,Mora et al. (2017),http://dx.doi.org/10.1016/j.quaint.2016.10.018,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,Az115 Museo C7,-1500.0,500,Az115 Museo C7,-18.515454,-70.1180265,267,,,,,,,,und,und,,,Bone,Bone collagen,,und,,,,42.2,13.0,3.8,-16.3,16.0,,,,,,,,,,,King et al. (2018a),https://doi.org/10.1016/j.quascirev.2017.12.009,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115 S/R1,-1500.0,500,AZ115 S/R1,-18.515454,-70.1180265,267,,,,,,,,und,und,,,Bone,Bone collagen,,und,,,15.6,43.8,15.5,3.3,-15.1,15.3,,,,,,,,,,,King et al. (2018a),https://doi.org/10.1016/j.quascirev.2017.12.009,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115 T3b (BN294),-1500.0,500,AZ115 T3b (BN294),-18.515454,-70.1180265,267,,,,,,,,M,Middle Adult,36.0,50.0,Bone,Bone collagen,,Adult,,,20.7,40.4,14.3,3.3,-15.8,17.9,,,,,,,,,,,King et al. (2018a),https://doi.org/10.1016/j.quascirev.2017.12.009,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,Az115 T5,-1500.0,500,Az115 T5,-18.515454,-70.1180265,267,,,,,,,,M,Middle Adult,36.0,50.0,Bone,Bone collagen,,Adult,,,17.2,41.7,15.0,3.3,-14.8,16.8,,,,,,,,,,,King et al. (2018a),https://doi.org/10.1016/j.quascirev.2017.12.009,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115 T8,-1500.0,500,AZ115 T8,-18.515454,-70.1180265,267,,,,,,,,F,Middle Adult,36.0,50.0,Bone,Bone collagen,,Adult,,,12.5,44.3,14.9,3.5,-13.1,15.5,,,,,,,,,,,King et al. (2018a),https://doi.org/10.1016/j.quascirev.2017.12.009,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
Azapa 115,Formative,Formative,AZ115 T9,-1500.0,500,AZ115 T9,-18.515454,-70.1180265,267,,,,,,,,F,Middle Adult,36.0,50.0,Bone,Bone collagen,,Adult,,,9.3,38.3,13.8,3.2,-15.1,15.4,,,,,,,,,,,King et al. (2018a),https://doi.org/10.1016/j.quascirev.2017.12.009,"San Miguel de Azapa, Lower Azapa Valley",Arica y Parinacota,Lowlands
